SC,count_total,Trustworthy,Untrustworthy,periode
f1,2,2,0,422
h1,3,0,3,422
f1,3,2,1,422
h2,3,2,1,422
h1,4,0,4,422
h5,5,5,0,422
f2,5,5,0,422
f2,2,2,0,423
f4,4,3,1,423
f1,3,3,0,423
f2,3,3,0,423
h5,3,3,0,423
h3,3,2,1,423
h5,4,4,0,423
h3,1,1,0,424
h5,1,1,0,424
f5,2,2,0,424
f1,4,4,0,424
f2,4,4,0,424
h3,4,3,1,424
f1,4,4,0,424
h4,5,4,1,424
h3,2,2,0,425
h4,3,2,1,425
f2,3,3,0,425
h2,4,2,2,425
f1,5,3,2,425
f3,5,4,1,425
h1,1,0,1,426
h4,1,1,0,426
h4,2,2,0,426
f4,2,2,0,426
h5,2,2,0,426
f1,1,0,1,426
f2,1,1,0,426
f4,0,0,0,426
h1,1,0,1,426
h3,1,1,0,426
h2,0,0,0,427
h5,0,0,0,427
h1,1,0,1,427
h5,1,1,0,427
f5,2,2,0,427
f4,4,3,1,427
f1,4,3,1,427
h3,4,3,1,427
f2,1,1,0,428
h5,5,5,0,428
h1,0,0,0,429
h5,2,2,0,429
f2,2,2,0,429
h2,1,1,0,429
h2,2,2,0,429
h1,4,0,4,429
f2,3,3,0,429
f2,3,3,0,429
h1,5,0,5,429
h3,4,4,0,429
f1,0,0,0,430
h2,1,1,0,430
f2,1,1,0,430
h3,2,2,0,430
h5,3,3,0,430
f3,2,2,0,430
h2,3,2,1,430
f2,2,2,0,430
f2,3,3,0,430
h1,4,0,4,430
f2,2,2,0,431
h5,2,2,0,431
h5,2,2,0,431
h5,2,2,0,431
f2,3,3,0,431
h4,3,3,0,431
h3,3,2,1,431
h1,4,0,4,431
h4,4,3,1,431
h1,3,0,3,431
f2,0,0,0,432
f4,1,1,0,432
f1,4,3,1,432
f3,3,3,0,432
h4,2,2,0,432
h4,0,0,0,433
f4,0,0,0,433
f1,0,0,0,433
h5,2,2,0,433
f3,2,2,0,433
f5,3,2,1,433
f1,1,1,0,433
h5,2,2,0,433
f4,3,2,1,433
f4,2,1,1,434
h5,5,5,0,434
h5,5,5,0,434
f2,0,0,0,435
h5,1,1,0,435
h3,1,1,0,435
f4,2,2,0,435
h5,3,3,0,435
f2,1,1,0,435
h3,4,4,0,435
f2,4,4,0,435
f3,4,4,0,435
h5,5,5,0,435
f1,0,0,0,436
f4,1,0,1,436
f2,1,1,0,437
h5,1,1,0,437
f2,0,0,0,437
f5,1,1,0,437
f1,0,0,0,437
h1,2,0,2,437
h5,5,4,1,437
f4,4,2,2,437
h5,2,2,0,438
h5,2,2,0,438
h1,2,0,2,438
f5,2,1,1,438
f4,3,2,1,438
h3,2,2,0,438
h5,3,3,0,438
h1,2,0,2,438
f1,0,0,0,439
h4,1,1,0,439
f4,1,0,1,439
h2,1,1,0,439
f2,2,2,0,439
f2,3,3,0,439
h3,4,4,0,439
f1,0,0,0,440
h2,1,1,0,440
h2,4,3,1,440
h4,5,4,1,440
h4,5,4,1,440
f3,4,4,0,440
f2,5,5,0,440
h5,2,1,1,441
h5,4,3,1,441
h3,4,3,1,441
h2,3,2,1,441
h1,3,0,3,441
f1,4,3,1,441
h4,6,4,2,441
f4,6,3,3,441
f1,1,0,1,442
h5,4,3,1,442
h1,3,0,3,442
h2,4,3,1,442
h5,4,3,1,442
f1,2,1,1,442
h1,3,0,3,442
h5,0,0,0,443
h5,0,0,0,443
f3,3,3,0,443
h3,4,3,1,443
h5,5,5,0,443
f1,5,4,1,443
h2,4,3,1,443
f1,6,5,1,443
h1,6,0,6,443
h4,6,5,1,443
f2,0,0,0,444
h3,1,1,0,444
f5,3,3,0,444
h2,3,2,1,444
f4,2,1,1,444
h3,4,4,0,444
h3,4,4,0,444
f4,3,1,2,444
h1,4,0,4,444
h5,0,0,0,445
h3,2,1,1,445
h5,3,3,0,445
h1,3,0,3,445
h2,3,2,1,445
h1,3,0,3,445
h4,5,4,1,445
f1,5,4,1,445
h5,0,0,0,446
h2,0,0,0,446
h3,0,0,0,446
h5,1,1,0,446
f2,3,3,0,446
h3,3,3,0,446
f2,3,3,0,446
h2,0,0,0,447
f2,1,1,0,447
f5,3,2,1,447
h1,3,0,3,447
f2,3,3,0,447
h3,4,3,1,447
h1,2,0,2,448
f2,3,3,0,448
f4,3,2,1,448
h5,4,4,0,448
f2,4,4,0,448
h1,6,0,6,448
h3,5,4,1,448
h5,1,1,0,449
h2,1,0,1,449
f2,3,3,0,449
h4,3,2,1,449
f4,3,1,2,449
h1,5,0,5,449
f3,5,5,0,449
h5,6,6,0,449
h5,4,4,0,450
h1,0,0,0,451
h3,1,0,1,451
h5,2,1,1,451
h2,4,3,1,451
h1,4,0,4,451
h5,5,4,1,451
f3,5,4,1,451
h2,1,1,0,452
h4,2,2,0,452
h5,2,2,0,452
h3,2,2,0,452
f1,3,3,0,452
f1,3,3,0,452
f2,4,4,0,452
h3,4,4,0,452
h3,0,0,0,453
f3,2,1,1,453
h3,2,0,2,453
f4,2,1,1,453
h5,2,1,1,453
f3,4,3,1,453
h5,4,3,1,453
f4,4,2,2,453
h3,0,0,0,454
f2,0,0,0,454
h3,0,0,0,454
f4,0,0,0,454
h5,0,0,0,454
h2,0,0,0,454
h2,0,0,0,454
f4,0,0,0,454
f2,0,0,0,454
h5,0,0,0,454
f4,3,2,1,455
f2,2,1,1,455
f5,3,1,2,455
h2,3,2,1,455
f2,3,2,1,455
h3,3,2,1,455
h4,2,0,2,455
f1,3,2,1,455
f4,3,1,2,455
f2,4,3,1,455
h4,0,0,0,456
f4,0,0,0,456
h1,2,0,2,456
f3,1,1,0,456
f5,1,0,1,456
h1,2,0,2,456
f1,2,2,0,456
f1,2,2,0,456
f4,3,3,0,456
h5,2,2,0,456
h3,0,0,0,457
h2,0,0,0,457
h1,1,0,1,457
f3,1,1,0,457
h1,3,0,3,457
f5,3,2,1,457
f4,5,3,2,457
h1,5,0,5,457
h2,4,3,1,457
f2,0,0,0,458
h5,2,2,0,458
h4,2,2,0,458
f2,1,1,0,458
h5,1,1,0,458
h2,3,2,1,458
h5,4,4,0,458
h3,3,3,0,458
h5,4,4,0,458
f2,0,0,0,459
f2,0,0,0,459
f4,1,1,0,459
h3,1,1,0,459
h3,1,1,0,459
f4,3,3,0,459
h1,3,0,3,459
h1,3,0,3,459
f4,4,3,1,459
h2,0,0,0,460
f4,0,0,0,460
f2,1,1,0,460
h3,2,2,0,460
h5,3,3,0,460
h2,2,2,0,460
f1,3,3,0,460
h3,3,3,0,460
h1,4,0,4,460
h4,0,0,0,461
h4,0,0,0,461
f1,0,0,0,461
h4,1,1,0,461
f5,1,0,1,461
f5,1,0,1,461
h1,1,0,1,461
h2,1,1,0,461
f4,1,1,0,461
f5,1,0,1,461
h1,0,0,0,462
f1,5,4,1,462
h3,5,5,0,462
f3,5,5,0,462
f1,0,0,0,463
f3,1,1,0,463
f4,1,1,0,463
h5,1,1,0,463
f1,1,1,0,463
f2,3,2,1,463
h3,3,2,1,463
f2,2,1,1,463
h1,3,0,3,463
h4,3,2,1,463
h1,0,0,0,464
h5,3,3,0,464
f3,2,2,0,464
f2,3,3,0,464
h1,3,0,3,464
f2,3,3,0,464
h5,3,3,0,464
f5,3,2,1,464
h2,2,2,0,464
h3,0,0,0,465
f5,2,1,1,465
f2,5,5,0,465
f4,5,4,1,465
f3,4,4,0,465
h5,6,6,0,465
f5,5,3,2,465
f5,1,1,0,466
f4,2,2,0,466
h4,3,3,0,466
f3,2,2,0,466
f4,2,2,0,466
h5,3,3,0,466
h5,3,3,0,466
h1,0,0,0,468
f4,1,0,1,468
f3,2,2,0,468
f2,2,1,1,468
f1,1,0,1,468
f3,2,1,1,468
h1,1,0,1,468
h2,3,2,1,468
h2,3,2,1,468
f3,3,2,1,468
h1,0,0,0,469
h3,0,0,0,469
h3,0,0,0,469
h3,0,0,0,469
h1,1,0,1,469
f3,3,3,0,469
h5,5,5,0,469
f5,4,3,1,469
h4,0,0,0,470
h1,0,0,0,470
h3,2,2,0,470
h5,3,3,0,470
f3,3,3,0,470
h4,4,4,0,470
f2,4,4,0,470
f5,4,3,1,470
f1,4,3,1,470
h2,4,3,1,470
f2,0,0,0,471
f2,0,0,0,471
h5,0,0,0,471
h3,0,0,0,471
h4,1,1,0,471
f1,2,2,0,471
h3,2,1,1,471
f3,3,2,1,471
f2,0,0,0,472
h3,1,1,0,472
h2,2,2,0,472
f4,2,1,1,472
h1,2,0,2,472
f1,2,2,0,472
f4,3,2,1,472
f3,0,0,0,473
f5,1,0,1,473
h3,2,2,0,473
h1,4,0,4,473
h1,4,0,4,473
f2,4,4,0,473
h5,5,5,0,473
f3,5,5,0,473
h1,0,0,0,474
h1,1,0,1,474
f2,1,1,0,474
h3,2,1,1,474
h2,1,1,0,474
h5,1,1,0,474
f4,2,2,0,474
f5,1,1,0,474
h4,2,2,0,475
h1,2,0,2,475
h1,2,0,2,475
h3,2,2,0,475
h2,2,1,1,475
f2,3,3,0,475
f2,3,3,0,475
f4,3,2,1,475
h1,0,0,0,476
f1,0,0,0,476
h3,0,0,0,476
h1,2,0,2,476
h5,2,2,0,476
f1,3,3,0,476
f4,4,3,1,476
h3,2,1,1,477
f4,3,3,0,477
h5,3,3,0,477
f4,4,4,0,477
h3,5,3,2,477
h3,5,3,2,477
h5,5,4,1,477
h3,7,5,2,477
f1,0,0,0,478
f1,0,0,0,478
f3,0,0,0,478
f2,0,0,0,478
h3,0,0,0,478
h1,4,0,4,478
h5,6,6,0,478
f1,5,5,0,478
h3,2,2,0,479
f3,1,1,0,479
h4,2,2,0,479
h1,3,0,3,479
h3,5,3,2,479
f3,4,3,1,479
h3,6,4,2,479
f5,5,3,2,479
h2,5,2,3,479
h1,0,0,0,480
f2,1,1,0,480
h5,2,2,0,480
h5,2,2,0,480
h5,2,2,0,480
h3,1,1,0,480
f3,2,2,0,480
h5,3,3,0,480
f1,0,0,0,481
h2,0,0,0,481
h4,4,4,0,481
h3,5,4,1,481
f4,6,4,2,481
f2,6,6,0,481
h4,6,6,0,481
h5,7,7,0,481
h1,0,0,0,482
f2,1,1,0,482
h3,1,1,0,482
h1,1,0,1,482
f2,1,1,0,482
f4,1,1,0,482
f3,1,1,0,482
h2,2,2,0,482
h4,1,1,0,482
f2,3,2,1,483
f1,4,2,2,483
f2,4,3,1,483
h3,4,3,1,483
f3,3,2,1,483
f2,5,4,1,483
f5,7,4,3,483
h2,4,3,1,484
h2,4,3,1,484
h2,4,3,1,484
h1,3,0,3,484
h3,5,3,2,484
f3,4,3,1,484
f1,0,0,0,485
f2,0,0,0,485
h3,0,0,0,485
h5,0,0,0,485
h5,2,2,0,485
h1,3,0,3,485
f3,3,3,0,485
h3,6,4,2,485
f4,5,2,3,485
h5,2,2,0,486
h1,2,0,2,486
f2,2,2,0,486
f2,2,2,0,486
h5,3,3,0,486
f3,3,3,0,486
h5,3,3,0,486
h1,3,0,3,486
f2,3,3,0,486
h3,1,1,0,487
h4,4,4,0,487
f3,3,3,0,487
h2,3,2,1,487
f2,4,4,0,487
f4,3,1,2,487
f2,4,4,0,487
h3,4,4,0,487
f1,0,0,0,488
h3,0,0,0,488
f4,0,0,0,488
h5,0,0,0,488
h1,0,0,0,488
h2,4,3,1,488
h3,5,5,0,488
h2,7,6,1,488
f5,2,1,1,489
f1,2,2,0,489
f1,3,3,0,489
h3,4,4,0,489
h4,4,4,0,489
h1,4,0,4,489
f1,4,3,1,489
f3,5,5,0,489
f5,0,0,0,490
h3,0,0,0,490
h1,0,0,0,490
f4,1,0,1,490
h3,2,2,0,490
h5,3,3,0,490
h1,3,0,3,490
h1,3,0,3,490
h2,2,2,0,490
h4,0,0,0,491
f4,1,1,0,491
h3,3,3,0,491
f4,2,1,1,491
f2,3,3,0,491
f1,4,3,1,491
h3,4,3,1,491
h3,5,4,1,491
f1,4,3,1,491
f2,0,0,0,492
h5,0,0,0,492
h3,1,1,0,492
h5,0,0,0,492
f5,1,1,0,492
h1,1,0,1,492
f2,1,1,0,492
f3,1,1,0,492
h5,1,1,0,492
h2,2,2,0,492
f3,0,0,0,493
f2,1,1,0,493
h3,1,1,0,493
f2,0,0,0,493
f5,1,1,0,493
h1,2,0,2,493
h5,5,5,0,493
f2,4,4,0,493
f4,4,3,1,493
h1,1,0,1,494
f5,2,1,1,494
h5,2,1,1,494
f2,3,2,1,494
h3,3,2,1,494
f3,3,2,1,494
h5,4,3,1,494
f3,1,1,0,495
f4,1,1,0,495
f2,0,0,0,495
h4,1,1,0,495
h5,3,3,0,495
h1,4,0,4,495
f1,3,2,1,495
h5,5,5,0,495
f2,2,2,0,496
f4,2,2,0,496
h1,2,0,2,496
f3,2,2,0,496
f4,1,1,0,496
h1,1,0,1,496
f4,1,1,0,496
h1,0,0,0,496
h2,0,0,0,496
f1,0,0,0,497
f1,0,0,0,497
f5,0,0,0,497
f4,0,0,0,497
h1,0,0,0,497
h3,0,0,0,497
h5,0,0,0,497
f2,0,0,0,497
f4,0,0,0,497
h3,2,2,0,498
h5,2,2,0,498
h3,2,2,0,498
h1,3,0,3,498
f5,3,2,1,498
h1,3,0,3,498
f2,2,2,0,498
f2,2,2,0,498
h5,3,3,0,499
h1,4,1,3,499
f2,2,2,0,499
h5,4,4,0,499
h1,4,0,4,499
f2,0,0,0,500
f4,1,1,0,500
h2,3,2,1,500
f2,3,3,0,500
h1,4,0,4,500
h5,4,4,0,500
h5,4,4,0,500
f4,1,0,1,501
f3,2,2,0,501
f2,1,1,0,501
f4,2,1,1,501
h1,3,0,3,501
f3,3,3,0,501
f4,3,2,1,501
h4,4,4,0,501
h4,4,4,0,501
h5,4,4,0,501
h4,2,2,0,502
f4,3,2,1,502
f3,3,3,0,502
f2,5,5,0,502
h4,6,6,0,502
h1,0,0,0,503
f2,2,2,0,503
h4,3,3,0,503
f2,0,0,0,504
h3,0,0,0,504
f3,0,0,0,504
h4,2,2,0,504
h5,5,4,1,504
h1,5,0,5,504
h2,6,4,2,504
h5,6,5,1,504
f2,1,1,0,505
h1,1,0,1,505
h5,3,3,0,505
f2,4,4,0,505
f2,4,4,0,505
h3,4,4,0,505
h2,4,3,1,505
h5,6,6,0,505
h2,0,0,0,506
h3,0,0,0,506
h5,0,0,0,506
f1,0,0,0,506
f1,0,0,0,506
h3,0,0,0,506
f4,0,0,0,506
h1,1,0,1,506
h1,0,0,0,507
h2,3,2,1,507
f4,3,1,2,507
f5,4,4,0,507
h5,4,4,0,507
f2,5,5,0,507
h3,6,5,1,507
f1,5,4,1,507
h1,0,0,0,508
h2,2,2,0,508
f4,4,2,2,508
f5,3,3,0,508
h4,5,5,0,508
f5,5,4,1,508
h2,5,4,1,508
h2,0,0,0,509
f4,0,0,0,509
h1,3,0,3,509
h3,3,3,0,509
h1,3,0,3,509
f2,5,5,0,509
h2,4,4,0,509
h5,4,4,0,509
h4,2,1,1,510
f1,3,2,1,510
h3,3,1,2,510
f1,4,3,1,510
h5,3,2,1,510
h1,3,0,3,510
h1,2,0,2,511
f1,3,3,0,511
h3,3,2,1,511
h5,4,4,0,511
h1,5,0,5,511
h1,5,0,5,511
f3,4,4,0,511
f3,4,4,0,511
h1,0,0,0,512
h5,2,1,1,512
h1,1,0,1,512
f2,2,1,1,512
f3,2,1,1,512
f4,2,0,2,512
h2,2,1,1,512
h5,3,2,1,512
f5,3,2,1,512
f2,3,2,1,512
h5,1,1,0,513
h1,1,0,1,513
f2,1,1,0,513
h5,2,2,0,513
f5,4,3,1,513
f2,2,2,0,514
h5,2,2,0,514
f2,1,1,0,514
f2,1,1,0,514
f2,1,1,0,514
h5,1,1,0,514
f3,2,2,0,514
f4,3,2,1,514
f5,0,0,0,515
h2,2,1,1,515
h1,2,0,2,515
f4,1,0,1,515
h5,2,2,0,515
h1,2,0,2,515
f1,1,0,1,515
f3,3,3,0,515
h4,4,4,0,515
h2,3,2,1,515
f2,0,0,0,516
h2,1,1,0,516
h3,2,1,1,516
h3,2,1,1,516
f3,3,3,0,516
f2,3,3,0,516
f3,5,5,0,516
h5,4,4,0,516
f3,0,0,0,517
f2,1,1,0,517
h1,2,0,2,517
h4,4,4,0,517
h3,3,2,1,517
f4,5,4,1,517
h5,5,5,0,517
f1,0,0,0,518
h4,0,0,0,518
f4,5,3,2,518
h1,5,0,5,518
f1,5,3,2,518
h2,6,4,2,518
f3,7,6,1,518
h1,6,0,6,518
h3,6,4,2,518
h3,0,0,0,519
h5,0,0,0,519
h2,0,0,0,519
f2,0,0,0,519
f2,2,2,0,519
f4,2,2,0,519
f3,4,4,0,519
h4,3,3,0,519
f4,3,3,0,519
f4,6,6,0,519
f4,0,0,0,520
f4,0,0,0,520
h3,4,4,0,520
h1,4,0,4,520
h3,4,4,0,520
f3,3,3,0,520
h5,1,1,0,521
f3,2,2,0,521
f4,4,4,0,521
h4,3,3,0,521
h5,4,4,0,521
h1,4,0,4,521
f1,4,4,0,521
f2,4,4,0,521
h1,0,0,0,522
h4,3,3,0,522
h1,6,0,6,522
h3,6,5,1,522
h3,6,5,1,522
f5,6,4,2,522
h5,1,1,0,523
h3,1,1,0,523
h5,1,1,0,523
h5,2,2,0,523
h5,3,3,0,523
h5,3,3,0,523
f4,3,2,1,523
f4,3,2,1,523
f4,2,1,1,524
h5,2,2,0,524
h3,2,1,1,524
h5,3,3,0,524
h5,3,3,0,524
h5,3,3,0,524
f5,2,1,1,524
f5,0,0,0,525
h2,1,1,0,525
f1,0,0,0,525
h5,1,1,0,525
h4,2,2,0,525
f2,3,2,1,525
h3,3,1,2,525
f4,2,1,1,525
h1,0,0,0,526
f1,0,0,0,526
h4,0,0,0,526
f3,1,1,0,526
f4,3,1,2,526
h2,4,4,0,526
h2,5,5,0,526
f2,5,5,0,526
h5,5,5,0,526
f5,1,1,0,527
h2,2,2,0,527
h3,2,2,0,527
f4,3,3,0,527
f5,3,2,1,527
h5,4,4,0,527
f1,1,1,0,528
f2,2,2,0,528
h3,3,3,0,528
f1,3,3,0,528
h3,4,4,0,528
f4,3,3,0,528
h2,5,4,1,528
h3,5,5,0,528
h4,0,0,0,529
f1,0,0,0,529
f4,1,1,0,529
f2,1,1,0,529
h3,0,0,0,529
f4,3,2,1,529
f4,3,2,1,529
h1,3,0,3,529
h3,3,2,1,529
f2,4,3,1,529
f2,0,0,0,530
f2,0,0,0,530
f4,0,0,0,530
f1,0,0,0,530
h5,3,3,0,530
h5,4,4,0,530
f5,4,3,1,530
h5,5,5,0,530
h1,6,0,6,530
h5,3,3,0,531
h3,3,3,0,531
f2,4,4,0,531
f2,0,0,0,532
f4,0,0,0,532
h1,1,0,1,532
f3,4,4,0,532
h1,4,0,4,532
h1,5,0,5,532
h5,4,4,0,532
f1,0,0,0,533
f2,0,0,0,533
h5,3,3,0,533
h5,3,3,0,533
h5,3,3,0,533
h3,2,2,0,533
f3,4,4,0,533
f3,5,5,0,533
f4,4,2,2,533
f2,2,2,0,534
h1,2,0,2,534
f2,2,2,0,534
f2,2,2,0,534
f2,2,2,0,534
h2,2,2,0,534
h2,2,2,0,534
f3,2,2,0,534
f1,2,2,0,534
h3,0,0,0,535
h5,2,2,0,535
h5,3,3,0,535
h1,4,0,4,535
h2,4,4,0,535
f2,3,3,0,535
h5,3,3,0,535
f2,4,4,0,535
h1,5,0,5,535
f1,4,4,0,535
h5,2,1,1,536
f2,3,2,1,536
h5,3,2,1,536
h3,5,4,1,536
h1,0,0,0,537
h3,0,0,0,537
h1,1,1,0,537
f5,1,0,1,537
h3,3,3,0,537
h3,4,4,0,537
h4,5,5,0,537
h2,5,5,0,537
h5,5,5,0,537
f1,4,4,0,537
h2,0,0,0,538
f4,0,0,0,538
h3,1,1,0,538
h3,1,1,0,538
h2,1,1,0,538
f3,1,1,0,538
f2,1,1,0,538
h4,0,0,0,538
f1,0,0,0,538
f1,0,0,0,539
f1,0,0,0,539
f2,0,0,0,539
h1,0,0,0,539
h1,2,0,2,539
f3,2,2,0,539
h5,2,2,0,539
h5,2,2,0,539
h3,3,3,0,539
h1,0,0,0,540
h4,0,0,0,540
h3,0,0,0,540
h5,2,2,0,540
f2,2,2,0,540
h1,1,0,1,540
f3,1,0,1,540
h1,1,0,1,540
h4,3,2,1,540
h5,3,2,1,540
f4,0,0,0,541
h5,1,1,0,541
f1,2,2,0,541
f4,4,2,2,541
h1,4,0,4,541
f2,3,3,0,541
h1,4,0,4,541
h2,3,3,0,541
h3,4,4,0,541
h2,0,0,0,542
f2,0,0,0,542
h3,0,0,0,542
f5,0,0,0,542
h3,2,2,0,542
f4,4,3,1,542
f1,3,3,0,542
h3,4,4,0,542
h5,5,5,0,542
h5,0,0,0,543
f5,0,0,0,543
f4,0,0,0,543
f5,0,0,0,543
h3,0,0,0,543
f2,0,0,0,543
f3,0,0,0,543
f5,0,0,0,543
h2,0,0,0,544
h5,4,4,0,544
f2,4,4,0,544
f3,5,5,0,544
f3,6,6,0,544
h5,6,6,0,544
h1,7,0,7,544
f3,6,6,0,544
f3,6,6,0,544
h3,1,1,0,545
f5,1,1,0,545
f2,2,2,0,546
f3,2,2,0,546
f2,4,3,1,546
f4,4,2,2,546
f2,6,5,1,546
f3,6,5,1,546
f2,1,1,0,547
h5,1,1,0,547
h5,0,0,0,547
f3,0,0,0,547
h5,0,0,0,547
f2,2,2,0,547
h3,2,2,0,547
f5,2,1,1,547
h4,3,3,0,547
f3,0,0,0,548
h5,0,0,0,548
h1,0,0,0,548
h2,0,0,0,548
f2,2,1,1,548
f2,4,3,1,548
f2,0,0,0,549
h5,0,0,0,549
f5,1,1,0,549
h3,1,1,0,549
h2,2,2,0,549
h5,3,3,0,549
f5,4,4,0,549
h1,0,0,0,550
h3,0,0,0,550
f3,0,0,0,550
h1,1,0,1,550
h2,3,2,1,550
h5,4,3,1,550
f2,4,3,1,550
f2,4,3,1,550
h1,4,0,4,551
f4,4,4,0,551
h1,0,0,0,552
h1,0,0,0,552
f4,2,1,1,552
h3,2,2,0,552
f3,2,2,0,552
f5,2,2,0,552
f1,1,1,0,552
h5,1,1,0,552
f5,2,1,1,552
h5,3,3,0,552
f4,0,0,0,553
h4,2,2,0,553
h2,3,3,0,553
f2,3,3,0,553
f3,2,2,0,553
h5,5,5,0,553
f4,5,4,1,553
h3,2,2,0,554
f3,4,4,0,554
f4,4,3,1,554
h1,4,0,4,554
h2,4,4,0,554
f2,3,3,0,554
f4,4,4,0,554
h4,4,4,0,554
f3,2,2,0,554
f3,2,2,0,555
h1,3,0,3,555
f2,3,3,0,555
f3,2,2,0,555
h3,3,3,0,555
h5,4,4,0,555
h1,4,0,4,555
h4,4,4,0,555
f5,3,1,2,555
h2,5,4,1,555
h1,0,0,0,556
h1,0,0,0,556
h3,0,0,0,556
h1,1,0,1,556
f3,2,2,0,556
f1,2,2,0,556
h1,5,0,5,556
f1,4,4,0,556
f3,0,0,0,557
f2,0,0,0,557
h3,0,0,0,557
f4,0,0,0,557
h4,0,0,0,557
h1,1,0,1,557
f5,1,1,0,557
f4,2,1,1,557
f2,1,1,0,558
f4,3,2,1,558
h5,3,3,0,558
f2,3,3,0,558
f4,4,2,2,558
f4,4,2,2,558
h5,2,2,0,559
h5,2,2,0,559
h1,4,0,4,559
h3,4,4,0,559
h1,4,0,4,559
h3,5,5,0,559
f3,4,4,0,559
f1,4,3,1,559
f1,4,3,1,559
f5,5,3,2,559
h1,0,0,0,560
h5,0,0,0,560
h1,0,0,0,560
f1,0,0,0,560
f2,0,0,0,560
f2,1,1,0,560
f3,3,3,0,560
h3,3,2,1,560
h3,2,1,1,560
f5,0,0,0,561
h4,0,0,0,561
f2,2,2,0,561
h4,3,3,0,561
h2,3,3,0,561
f3,2,2,0,561
h4,2,2,0,561
h2,2,2,0,562
f2,4,4,0,562
h1,5,0,5,562
f2,5,5,0,562
f5,5,3,2,562
h1,6,0,6,562
h1,6,0,6,562
f4,6,6,0,562
h5,7,6,1,562
f5,2,1,1,563
f5,2,1,1,563
f2,1,0,1,563
f2,1,0,1,563
h3,2,1,1,563
f2,4,3,1,563
f3,3,2,1,563
f3,3,2,1,563
f2,4,3,1,563
h1,2,0,2,564
h3,2,2,0,564
f4,3,3,0,564
f2,2,2,0,564
h1,4,0,4,564
h2,5,4,1,564
f5,5,4,1,564
f4,1,1,0,565
f4,1,1,0,565
h2,1,1,0,565
f3,0,0,0,565
f5,0,0,0,565
f2,0,0,0,565
h1,1,0,1,565
f2,2,2,0,565
f2,4,3,1,565
f4,0,0,0,566
f4,2,1,1,566
h5,3,2,1,566
h1,3,0,3,566
h3,5,4,1,566
h1,4,0,4,566
f4,4,3,1,566
h5,5,4,1,566
h5,4,3,1,566
h5,0,0,0,567
h3,2,1,1,567
f4,3,2,1,567
h5,5,4,1,567
h2,5,3,2,567
h3,5,4,1,567
h2,2,1,1,568
h1,3,0,3,568
h2,2,1,1,568
h3,3,3,0,568
f1,3,2,1,568
f4,2,1,1,568
f4,1,0,1,568
f4,1,0,1,568
h1,0,0,0,570
h1,0,0,0,570
f3,1,1,0,570
h3,1,1,0,570
f3,1,1,0,570
h5,1,1,0,570
f2,1,1,0,570
f1,2,2,0,570
f2,1,1,0,570
f3,1,1,0,570
f3,2,2,0,571
f4,3,2,1,571
h3,2,2,0,571
f5,4,2,2,571
f5,4,2,2,571
f5,5,2,3,571
h1,5,0,5,571
f4,7,4,3,571
h3,7,6,1,571
h3,0,0,0,572
f3,0,0,0,572
h2,0,0,0,572
h5,1,1,0,572
f1,1,1,0,572
f4,0,0,0,572
h1,2,0,2,572
h5,2,2,0,572
h1,2,0,2,572
h2,2,1,1,572
f2,0,0,0,573
f2,2,1,1,573
f1,2,1,1,573
h2,3,2,1,573
h1,2,0,2,573
f2,2,1,1,573
f4,3,1,2,573
h2,3,2,1,573
h3,3,2,1,573
h3,0,0,0,574
f2,1,1,0,574
h3,1,1,0,574
h1,0,0,0,574
f3,4,3,1,574
h5,4,3,1,574
h5,4,3,1,574
f1,0,0,0,575
f2,0,0,0,575
h3,1,1,0,575
f4,1,1,0,575
h1,0,0,0,575
f4,0,0,0,575
f4,0,0,0,575
h4,5,4,1,575
h3,4,3,1,575
f1,1,1,0,576
h3,1,1,0,576
f3,1,1,0,576
f3,2,2,0,576
h5,2,2,0,576
h5,4,4,0,576
h2,4,3,1,576
f1,0,0,0,577
f4,0,0,0,577
h4,1,1,0,577
h5,2,2,0,577
h1,2,0,2,577
h1,2,0,2,577
f5,2,2,0,577
h5,4,4,0,577
f2,4,4,0,577
f3,4,4,0,577
h3,1,1,0,578
h1,2,0,2,578
h2,2,2,0,578
h3,2,2,0,578
f3,2,2,0,578
h5,3,3,0,578
f3,3,3,0,578
h5,2,2,0,579
h3,2,2,0,579
h3,3,3,0,579
f2,5,4,1,579
f2,5,4,1,579
h4,6,5,1,579
h5,6,5,1,579
h2,5,3,2,579
h5,6,5,1,579
h1,0,0,0,580
f2,0,0,0,580
f2,1,1,0,580
f3,2,2,0,580
h3,3,3,0,580
f2,4,3,1,580
h3,5,4,1,580
f3,4,3,1,580
f1,4,3,1,580
h1,0,0,0,581
h5,3,2,1,581
h5,4,3,1,581
f2,4,3,1,581
h3,4,3,1,581
f3,4,3,1,581
h1,4,0,4,581
h2,5,3,2,581
h5,5,4,1,581
h1,0,0,0,582
f5,1,1,0,582
h4,1,1,0,582
f4,3,1,2,582
h1,0,0,0,583
f3,1,1,0,583
h5,2,2,0,583
f3,5,4,1,583
h3,4,3,1,583
h5,5,4,1,583
h3,0,0,0,584
h1,3,0,3,584
h4,4,4,0,584
h5,4,4,0,584
h3,3,3,0,584
h3,4,4,0,584
h3,6,6,0,584
f4,6,5,1,584
h5,0,0,0,585
f5,1,1,0,585
h2,1,1,0,585
f2,1,1,0,585
h5,2,2,0,585
f1,1,1,0,585
f2,2,2,0,585
